,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
1377,,sov,Sovryn-smart-contracts,https://github.com/DistributedCollective/Sovryn-smart-contracts,Smart contracts for the Sovryn protocol and external integrations.,others,19,False,2582.0,185.0,84.0,21.0,28.0,17.0,7.0,289.0,85.0,60.0,,24.0,2020-08-10 09:08:01,2022-02-16 13:29:15.000,2022-02-16 13:00:16,2022-02-07 09:50:26.000,2.0,,,DistributedCollective/Sovryn-smart-contracts,test-contracts-sovryn,,https://github.com/DistributedCollective/Sovryn-smart-contracts,Apache-2.0,1.18,,https://www.npmjs.com/package/test-contracts-sovryn,2021-09-27 07:24:00.734,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1378,,poa,nifty-wallet,https://github.com/poanetwork/nifty-wallet,A fork of MetaMask focused on the usability of real-world applications.,others,19,False,9775.0,,84.0,24.0,42.0,15.0,41.0,320.0,42.0,104.0,,153.0,2018-07-16 19:14:50,2021-09-21 15:00:36.000,2021-09-21 14:22:10,2021-09-21 15:00:36.000,2.0,,,poanetwork/nifty-wallet,,,https://github.com/poanetwork/nifty-wallet,MIT,5.2.6,,,,,,,,,1066.0,,,,,,,,,,,,,,,,,,,,
1379,,aave,aave-js,https://github.com/aave/aave-js,Aave protocol data aggregation tool.,others,19,False,210.0,1.0,82.0,7557.0,43.0,11.0,445.0,306.0,38.0,10.0,124.0,10.0,2019-02-14 13:58:51,2022-02-14 01:10:49.000,2021-11-23 10:18:54,2021-11-03 12:58:07.038,2.0,,,aave/aave-js,@aave/protocol-js,,https://github.com/aave/aave-js,MIT,4.3.0,124.0,https://www.npmjs.com/package/@aave/protocol-js,2021-11-23 03:53:07.866,,7557.0,,,,,,,,,,,,,,,,,,,,,,,,
1380,,grft,GraftNetwork,https://github.com/graft-project/GraftNetwork,Graft Network Proof-of-work Node.,others,19,False,8140.0,,79.0,227.0,41.0,46.0,21.0,276.0,43.0,54.0,,248.0,2017-08-02 11:36:18,2022-02-15 16:41:23.000,2021-08-11 16:32:41,2021-08-11 17:42:01.000,2.0,,,graft-project/GraftNetwork,,,https://github.com/graft-project/GraftNetwork,,1.10.0,,,,,,,,,9081.0,,,,,,,,,,,,,,,,,,,,
1381,,maid,sn_api,https://github.com/maidsafe/sn_api,The Safe API provides all the functions needed to communicate with the The Safe Network and the Safe Authenticator.,others,19,False,1177.0,,77.0,337.33333333333337,46.0,19.0,65.0,537.0,148.0,179.0,1.0,25.0,2019-05-22 15:51:56,2022-02-12 16:58:09.080,2021-10-07 22:19:41,2022-02-12 16:58:09.080,2.0,,,maidsafe/sn_api,,,https://github.com/maidsafe/sn_api,GPL-3.0,0.56.0,,,,,,,,,2639.0,,,,,,,,sn_api,https://crates.io/crates/sn_api,2022-02-12 16:58:09.080,1.0,250.33333333333334,3228.0,,,,,,,
1382,,orca,typescript-sdk,https://github.com/orca-so/typescript-sdk,The Orca SDK contains a set of simple to use APIs to allow developers to integrate with the Orca exchange platform.,others,19,False,122.0,45.0,77.0,5296.0,20.0,7.0,45.0,84.0,4.0,7.0,33.0,10.0,2021-07-03 09:02:57,2022-02-05 10:08:46.717,2022-02-05 10:08:11,2022-02-05 10:08:46.717,2.0,,,orca-so/typescript-sdk,@orca-so/sdk,,https://github.com/orca-so/typescript-sdk,MIT,1.2.22,33.0,https://www.npmjs.com/package/@orca-so/sdk,2022-02-05 10:08:46.717,,5296.0,,,,,,,,,,,,,,,,,,,,,,,,
1383,,plr,pillarwallet,https://github.com/pillarwallet/pillarwallet,Pillar Wallet for iOS and Android.,others,19,False,8790.0,305.0,76.0,34.0,37.0,13.0,100.0,2932.0,66.0,,,46.0,2018-04-05 15:46:34,2022-02-16 06:46:25.000,2022-02-14 17:44:04,2022-02-14 19:25:45.000,2.0,,,pillarwallet/pillarwallet,,,https://github.com/pillarwallet/pillarwallet,,3.10.4,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,
1384,,eos,eosjs-keygen,https://github.com/EOSIO/eosjs-keygen,Javascript keys generator for EOS.,others,19,False,83.0,,70.0,849.0,33.0,37.0,12.0,17.0,12.0,6.0,287.0,4.0,2017-11-13 16:58:54,2022-02-10 15:36:15.000,2019-07-03 22:29:41,2018-05-24 15:17:22.840,2.0,,,EOSIO/eosjs-keygen,eosjs-keygen,,https://github.com/EOSIO/eosjs-keygen,MIT,1.3.2,215.0,https://www.npmjs.com/package/eosjs-keygen,2018-05-24 15:17:22.840,72.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,
1385,,wgr,wagerr,https://github.com/wagerr/wagerr,Wagerr Core.,others,19,False,1352.0,,69.0,914.0,58.0,42.0,21.0,188.0,13.0,60.0,,45.0,2018-02-18 00:01:09,2021-12-09 10:04:38.000,2021-06-21 16:05:31,2020-12-18 23:17:32.000,2.0,,,wagerr/wagerr,,,https://github.com/wagerr/wagerr,MIT,4.0.0,,,,,,,,,43897.0,,,,,,,,,,,,,,,,,,,,
1386,,ont,ontology-ts-sdk,https://github.com/ontio/ontology-ts-sdk,Comprehensive TypeScript library for the Ontology blockchain.,others,19,False,576.0,3.0,66.0,1046.0,36.0,11.0,69.0,186.0,10.0,29.0,170.0,22.0,2018-03-27 12:49:20,2021-11-23 03:24:04.000,2021-11-23 03:24:04,2021-11-03 08:14:34.617,2.0,,,ontio/ontology-ts-sdk,ontology-ts-sdk,,https://github.com/ontio/ontology-ts-sdk,LGPL-3.0,1.2.0,136.0,https://www.npmjs.com/package/ontology-ts-sdk,2021-11-04 02:17:35.523,34.0,1046.0,,,,,,,,,,,,,,,,,,,,,,,,
1387,,pai,paicoin,https://github.com/projectpai/paicoin,Official repo of PAI Coin.,others,19,False,15411.0,,66.0,,33.0,20.0,12.0,337.0,26.0,46.0,,598.0,2017-10-20 02:11:52,2022-02-10 06:50:57.000,2021-09-15 16:49:49,2021-09-15 19:09:43.000,2.0,,,projectpai/paicoin,,,https://github.com/projectpai/paicoin,MIT,3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,,dcr,politeiagui,https://github.com/decred/politeiagui,,others,19,False,1269.0,27.0,63.0,,57.0,9.0,7.0,1406.0,91.0,1265.0,,34.0,2017-09-15 17:37:44,2022-02-15 19:45:00.000,2022-02-15 13:26:07,2021-12-20 18:15:33.000,2.0,,,decred/politeiagui,,,https://github.com/decred/politeiagui,ISC,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,,bat,publishers,https://github.com/brave-intl/publishers,Publisher interface for Brave Payments.,others,19,False,3602.0,73.0,62.0,,33.0,20.0,22.0,2171.0,118.0,1262.0,,34.0,2016-09-30 04:47:29,2022-02-16 18:07:06.000,2022-02-15 19:21:33,2019-10-25 22:01:00.000,2.0,,,brave-intl/publishers,,,https://github.com/brave-intl/publishers,MPL-2.0,2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,,waves,gowaves,https://github.com/wavesplatform/gowaves,"Go implementation of Waves node, libraries and tools for Waves blockchain.",others,19,False,571.0,75.0,62.0,41.0,22.0,13.0,33.0,606.0,25.0,50.0,41.0,7.0,2018-10-01 09:53:59,2022-02-16 07:43:03.000,2022-02-16 07:42:59,2021-06-16 08:57:56.000,2.0,,,wavesplatform/gowaves,,,https://github.com/wavesplatform/gowaves,MIT,0.9.0,34.0,,,,,,,github.com/wavesplatform/gowaves,1643.0,https://pkg.go.dev/github.com/wavesplatform/gowaves,2022-02-05 18:05:03.000,7.0,,,,,,,,,,,,,,,,,
1391,,gno,safe-transaction-service,https://github.com/gnosis/safe-transaction-service,Keeps track of transactions sent via Gnosis Safe contacts and confirmed transactions. It also keeps track of Ether and..,others,19,False,1496.0,170.0,62.0,,65.0,7.0,80.0,376.0,16.0,290.0,,16.0,2018-07-02 10:33:00,2022-02-16 16:11:33.000,2022-02-16 16:11:32,2022-02-16 15:26:37.000,2.0,,,gnosis/safe-transaction-service,,,https://github.com/gnosis/safe-transaction-service,MIT,4.2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,,clam,clams,https://github.com/nochowderforyou/clams,Clam Project.,others,19,False,4163.0,,62.0,228.0,59.0,31.0,18.0,186.0,49.0,110.0,,185.0,2014-05-19 13:00:51,2020-10-23 14:16:25.000,2017-01-20 06:57:20,2015-09-23 23:15:55.000,2.0,,,nochowderforyou/clams,,,https://github.com/nochowderforyou/clams,MIT,1.4.17,,,,,,,,,19878.0,,,,,,,,,,,,,,,,,,,,
1393,,rpd,Rapids,https://github.com/RapidsOfficial/Rapids,Rapids Core Integration.,others,19,False,15615.0,,61.0,242.0,22.0,20.0,11.0,34.0,5.0,7.0,,427.0,2019-04-11 17:29:29,2022-02-07 04:23:55.000,2021-05-21 15:36:46,2021-05-21 16:48:38.000,2.0,,,RapidsOfficial/Rapids,,,https://github.com/RapidsOfficial/Rapids,MIT,4.0.5,,,,,,,,,8256.0,,,,,,,,,,,,,,,,,,,,
1394,,dash,dashj,https://github.com/dashevo/dashj,"Dash Java Library (X11, DGW, LLMQ, InstantSend, Chainlocks).",others,19,False,4378.0,46.0,61.0,,78.0,17.0,15.0,134.0,3.0,22.0,,128.0,2014-05-04 05:12:18,2022-02-16 12:06:59.000,2022-01-27 19:05:54,2021-10-26 18:27:55.000,2.0,,,dashevo/dashj,,,https://github.com/dashevo/dashj,Apache-2.0,0.17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,,ever,everdev,https://github.com/tonlabs/everdev,Everscale Development Environment - Set up all the core Developer tools and work with Everscale blockchain from a..,others,19,False,432.0,64.0,60.0,324.0,30.0,13.0,27.0,83.0,5.0,4.0,7.0,19.0,2021-02-03 18:39:35,2022-02-14 07:57:47.222,2022-02-14 07:38:45,2022-02-14 07:57:47.222,2.0,,,tonlabs/everdev,everdev,,https://github.com/tonlabs/everdev,Apache-2.0,1.1.1,7.0,https://www.npmjs.com/package/everdev,2022-02-14 07:57:47.222,,309.0,,,,187.0,,,,,,,,,,,,,,,,,,,,
1396,,ccx,conceal-desktop,https://github.com/ConcealNetwork/conceal-desktop,Conceal Desktop - Private DeFi Wallet (GUI).,others,19,False,1385.0,40.0,60.0,725.0,28.0,24.0,65.0,155.0,,19.0,,13.0,2018-07-19 17:00:53,2022-01-20 09:38:19.000,2022-01-20 09:14:42,2022-01-20 09:38:19.000,2.0,,,ConcealNetwork/conceal-desktop,,,https://github.com/ConcealNetwork/conceal-desktop,MIT,6.6.0,,,,,,,,,30488.0,,,,,,,,,,,,,,,,,,,,
1397,,bal,frontend-v2,https://github.com/balancer-labs/frontend-v2,Frontend Vue app for Balancer exchange and pool management.,others,19,False,2122.0,475.0,59.0,,72.0,9.0,100.0,1392.0,14.0,5.0,,27.0,2020-11-25 13:42:49,2022-02-16 12:39:37.000,2022-02-16 10:33:06,2022-02-16 10:29:17.000,2.0,,,balancer-labs/frontend-v2,,,https://github.com/balancer-labs/frontend-v2,MIT,1.41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,,ever,tonos-cli,https://github.com/tonlabs/tonos-cli,Command line tool for TON OS.,others,19,False,938.0,242.0,57.0,124.0,22.0,18.0,100.0,490.0,4.0,35.0,,26.0,2020-05-01 14:48:45,2022-02-16 11:07:17.000,2022-02-16 09:38:53,2022-02-16 11:07:17.000,2.0,,,tonlabs/tonos-cli,,,https://github.com/tonlabs/tonos-cli,GPL-3.0,0.24.42,,,,,,,,,622.0,,,,,,,,,,,,,,,,,,,,
1399,,atom,tm-db,https://github.com/tendermint/tm-db,Common database interface for various database backends for Tendermint Core and Cosmos SDK.,others,19,False,139.0,7.0,55.0,,46.0,16.0,34.0,179.0,6.0,32.0,1169.0,15.0,2019-07-15 16:25:13,2022-02-15 23:43:31.000,2022-02-15 23:43:31,2021-11-15 20:42:10.000,2.0,,,tendermint/tm-db,,,https://github.com/tendermint/tm-db,Apache-2.0,0.6.6,41.0,,,,,,,github.com/tendermint/tm-db,,https://pkg.go.dev/github.com/tendermint/tm-db,2022-02-08 17:26:07.000,1128.0,,,,,,,,,,,,,,,,,
1400,,zcn,0chain,https://github.com/0chain/0chain,0Chain is a decentralized blockchain-based storage platform with built-in privacy and security compliance. It provides..,others,19,False,5300.0,585.0,54.0,,23.0,25.0,89.0,536.0,187.0,267.0,,60.0,2017-12-21 02:03:56,2022-02-16 18:52:32.000,2022-02-15 09:17:38,2021-04-01 08:04:41.000,2.0,,,0chain/0chain,,,https://github.com/0chain/0chain,,0.20.9,,,,,,,,github.com/0chain/0chain,,https://pkg.go.dev/github.com/0chain/0chain,2021-04-23 08:48:26.000,,,,,,,,,,,,,,,,,,
1401,,efx,effect-js,https://github.com/effectai/effect-js,JavaScript Library to access and develop dApps on Effect Network.,others,19,False,550.0,212.0,54.0,569.0,,3.0,50.0,69.0,1.0,,12.0,5.0,2021-07-27 09:18:39,2022-02-15 16:30:19.000,2022-02-15 16:25:53,2022-02-15 16:29:26.341,2.0,,,effectai/effect-js,@effectai/effect-js,,https://github.com/effectai/effect-js,MIT,0.1.26,12.0,https://www.npmjs.com/package/@effectai/effect-js,2022-02-15 16:29:26.341,,569.0,,,,,,,,,,,,,,,,,,,,,,,,
1402,,cann,cannabiscoin420,https://github.com/cannabiscoindev/cannabiscoin420,CannabisCoin X11 Wallet.,others,19,False,11597.0,,52.0,463.0,32.0,18.0,5.0,1.0,3.0,21.0,,484.0,2014-06-07 06:17:51,2021-04-03 12:00:37.000,2021-04-03 12:00:14,2021-04-02 11:38:49.000,2.0,,,cannabiscoindev/cannabiscoin420,,,https://github.com/cannabiscoindev/cannabiscoin420,MIT,0.13.2,,,,,,,,,20842.0,,,,,,,,,,,,,,,,,,,,
1403,,dydx,v3-client,https://github.com/dydxprotocol/v3-client,TypeScript client for dYdX (v3 API).,others,19,False,147.0,15.0,52.0,2665.0,25.0,21.0,118.0,147.0,13.0,1.0,12.0,6.0,2020-10-20 18:49:02,2022-02-03 21:42:30.351,2022-02-03 21:40:20,2022-02-03 21:42:30.351,2.0,,,dydxprotocol/v3-client,@dydxprotocol/v3-client,,https://github.com/dydxprotocol/v3-client,Apache-2.0,1.6.4,12.0,https://www.npmjs.com/package/@dydxprotocol/v3-client,2022-02-03 21:42:30.351,,2665.0,,,,,,,,,,,,,,,,,,,,,,,,
1404,,icp,dfinity/sdk,https://github.com/dfinity/sdk,The DFINITY Canister Software Development Kit (SDK).,others,19,False,1476.0,65.0,51.0,1.0,17.0,32.0,33.0,1641.0,123.0,262.0,,46.0,2019-07-23 03:23:38,2022-02-16 15:06:50.000,2022-02-15 20:54:40,2021-10-25 20:19:09.000,2.0,,,dfinity/sdk,,,https://github.com/dfinity/sdk,Apache-2.0,0.8.3,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,
1405,,pmeer,qitmeer,https://github.com/Qitmeer/qitmeer,The guardian of trust. The core backend of the qitmeer network.,others,19,False,3034.0,25.0,50.0,129.0,29.0,9.0,34.0,606.0,5.0,88.0,5.0,22.0,2019-03-22 03:19:13,2022-02-07 19:37:01.269,2022-01-28 02:32:27,2021-09-30 21:17:01.057,2.0,,,Qitmeer/qitmeer,,,https://github.com/Qitmeer/qitmeer,ISC,v0.10.6,,,,,,,,github.com/Qitmeer/qitmeer,3886.0,https://pkg.go.dev/github.com/Qitmeer/qitmeer,2022-02-07 19:37:01.269,5.0,,,,,,,,,,,,,,,,,
1406,,neo,neo-modules,https://github.com/neo-project/neo-modules,,others,19,False,317.0,8.0,49.0,1081.0,89.0,32.0,27.0,441.0,52.0,200.0,2.0,29.0,2018-06-29 09:21:01,2022-02-16 10:41:53.000,2022-02-08 10:31:13,2021-12-02 09:19:09.000,2.0,,,neo-project/neo-modules,,,https://github.com/neo-project/neo-modules,MIT,3.1.0,2.0,,,,,,,,46520.0,,,,,,,,,,,,,,,,,,,,
1407,,rpl,smartnode-install,https://github.com/rocket-pool/smartnode-install,The install script for a Rocket Pool smart node.,others,19,False,569.0,54.0,48.0,1771.0,22.0,13.0,33.0,35.0,9.0,26.0,,16.0,2018-05-29 03:51:01,2022-02-03 02:10:00.000,2022-02-03 02:08:20,2022-02-02 07:28:19.000,2.0,,,rocket-pool/smartnode-install,,,https://github.com/rocket-pool/smartnode-install,GPL-3.0,1.2.3,,,,,,,,,54910.0,,,,,,,,,,,,,,,,,,,,
1408,,eth,wordlist,https://github.com/openethereum/wordlist,Parity Brain Wallets Word List Library.,others,19,False,24.0,,46.0,2747.6666666666665,589.0,22.0,7.0,12.0,1.0,3.0,491.0,5.0,2017-03-28 07:46:42,2021-09-02 07:12:24.000,2020-02-07 15:11:10,2020-02-07 15:12:11.008,2.0,,,openethereum/wordlist,@parity/wordlist,,https://github.com/openethereum/wordlist,GPL-3.0,1.3.1,328.0,https://www.npmjs.com/package/@parity/wordlist,2017-06-14 11:05:59.157,99.0,695.0,,,,,,,,,,,,parity-wordlist,https://crates.io/crates/parity-wordlist,2020-02-07 15:12:11.008,64.0,2052.6666666666665,146329.0,,,,,,,
1409,,vite,vite.js,https://github.com/vitelabs/vite.js,Vite JavaScript SDK.,others,19,False,811.0,14.0,45.0,220.0,14.0,11.0,74.0,43.0,6.0,6.0,87.0,11.0,2018-06-21 08:37:35,2022-02-11 18:26:15.000,2022-02-11 18:25:14,2022-01-21 13:39:28.194,2.0,,,vitelabs/vite.js,@vite/vitejs-abi,,https://github.com/vitelabs/vite.js,ISC,2.3.17,82.0,https://www.npmjs.com/package/@vite/vitejs-abi,2022-01-21 13:39:28.194,5.0,220.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
1410,,ae,aepp-components,https://github.com/aeternity/aepp-components,deprecated: aepp-components to be used in all aepps.,others,19,False,777.0,12.0,43.0,192.0,12.0,14.0,28.0,225.0,43.0,26.0,89.0,20.0,2017-10-19 13:28:28,2022-02-14 09:43:05.000,2022-02-14 09:43:02,2018-10-15 12:21:37.830,2.0,,,aeternity/aepp-components,@aeternity/aepp-components,,https://github.com/aeternity/aepp-components,ISC,2.0.15,77.0,https://www.npmjs.com/package/@aeternity/aepp-components,2018-10-15 12:21:37.830,12.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,
1411,,icx,icon-sdk-python,https://github.com/icon-project/icon-sdk-python,ICON SDK for Python.,others,19,False,351.0,4.0,42.0,361.0,22.0,19.0,25.0,52.0,1.0,15.0,96.0,14.0,2018-08-29 02:38:34,2022-01-17 03:51:25.000,2022-01-17 03:48:21,2021-11-08 10:25:33.000,2.0,,,icon-project/icon-sdk-python,,,https://github.com/icon-project/icon-sdk-python,Apache-2.0,2.0.0,90.0,,,,,,,,,,,,iconsdk,https://pypi.org/project/iconsdk,2021-11-08 10:25:33,361.0,,,,,,,,,6.0,,,,
1412,,zen,zencashjs,https://github.com/HorizenOfficial/zencashjs,Dead simple and easy to use JavaScript library for Horizen.,others,19,False,158.0,,42.0,293.0,25.0,16.0,22.0,55.0,5.0,19.0,59.0,15.0,2017-08-29 09:59:24,2022-02-16 18:11:21.000,2021-11-08 21:09:47,2021-11-08 21:12:14.290,2.0,,,HorizenOfficial/zencashjs,zencashjs,,https://github.com/HorizenOfficial/zencashjs,MIT,2.0.1,46.0,https://www.npmjs.com/package/zencashjs,2021-11-08 21:12:14.290,13.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,
1413,,one,harmony-one/go-sdk,https://github.com/harmony-one/go-sdk,Go-SDK & CLI tool to interact with the Harmony Blockchain.,others,19,False,451.0,10.0,40.0,337.0,36.0,18.0,24.0,173.0,15.0,92.0,36.0,23.0,2019-08-22 17:25:39,2022-02-01 05:33:27.000,2022-02-01 05:30:02,2022-02-01 05:41:22.000,2.0,,,harmony-one/go-sdk,,,https://github.com/harmony-one/go-sdk,,1.2.9,31.0,,,,,,,github.com/harmony-one/go-sdk,8088.0,https://pkg.go.dev/github.com/harmony-one/go-sdk,2022-01-17 02:59:01.000,5.0,,,,,,,,,,,,,,,,,
1414,,qort,qortal,https://github.com/Qortal/qortal,"Qortal Project Core - decentralise the world - Data storage, communications, web hosting, decentralised trading,..",others,19,False,2284.0,448.0,38.0,1330.0,29.0,14.0,38.0,36.0,26.0,7.0,,18.0,2020-07-08 10:21:05,2022-02-15 23:36:43.000,2022-02-15 23:36:38,2022-02-15 21:59:57.000,2.0,,,Qortal/qortal,,,https://github.com/Qortal/qortal,,3.1.1,,,,,,,,,25285.0,,,,,,,,,,,,,,,,,,,,
1415,,eth,openzeppelin-gsn-provider,https://github.com/OpenZeppelin/openzeppelin-gsn-provider,Web3 provider for the Gas Station Network.,others,19,False,197.0,,35.0,1504.0,20.0,15.0,12.0,15.0,12.0,23.0,458.0,13.0,2019-07-25 14:09:33,2020-08-05 17:52:58.000,2020-08-05 17:51:25,2020-08-05 17:51:47.093,2.0,,,OpenZeppelin/openzeppelin-gsn-provider,@openzeppelin/gsn-provider,,https://github.com/OpenZeppelin/openzeppelin-gsn-provider,MIT,0.1.11,430.0,https://www.npmjs.com/package/@openzeppelin/gsn-provider,2020-08-05 17:51:47.093,28.0,1504.0,,,,,,,,,,,,,,,,,,,,,,,,
1416,,wit,sheikah,https://github.com/witnet/sheikah,A Witnet compatible desktop wallet and smart contracts development environment.,others,19,False,1725.0,20.0,33.0,636.0,21.0,12.0,28.0,871.0,18.0,861.0,,16.0,2018-02-04 18:18:22,2022-02-15 02:37:32.000,2021-12-30 10:00:12,2022-01-03 10:58:36.000,2.0,,,witnet/sheikah,,,https://github.com/witnet/sheikah,GPL-3.0,1.11.1,,,,,,,,,26102.0,,,,,,,,,,,,,,,,,,,,
1417,,dcr,dcrlnd,https://github.com/decred/dcrlnd,Decred Lightning Network Daemon.,others,19,False,9369.0,5.0,32.0,3.0,23.0,15.0,25.0,123.0,13.0,20.0,10.0,243.0,2017-08-31 17:46:11,2022-02-06 16:43:46.000,2022-01-20 21:34:39,2022-01-20 21:34:39.000,2.0,,,decred/dcrlnd,,,https://github.com/decred/dcrlnd,MIT,v0.3.4,10.0,,,,,,,github.com/decred/dcrlnd,120.0,https://pkg.go.dev/github.com/decred/dcrlnd,2022-01-20 21:34:39.000,,,,,,,,,,,,,,,,,,
1418,,dot,bigint,https://github.com/paritytech/bigint,DEPRECATED: use uint instead.,others,19,False,208.0,,31.0,17820.0,23.0,11.0,16.0,37.0,7.0,5.0,152.0,16.0,2016-12-22 10:15:12,2021-10-06 10:15:18.000,2020-05-07 13:12:33,2020-05-07 13:12:46.043,2.0,,,paritytech/bigint,,,https://github.com/paritytech/bigint,MIT,4.4.3,,,,,,,,,,,,,,,,,bigint,https://crates.io/crates/bigint,2020-05-07 13:12:46.043,152.0,17820.0,370189.0,,,,,,,
1419,,icx,icon-sdk-js,https://github.com/icon-project/icon-sdk-js,Official ICON SDK for JavaScript based on ICON JSON RPC API V3.,others,19,False,160.0,,31.0,3070.0,21.0,17.0,24.0,11.0,8.0,19.0,163.0,9.0,2018-10-30 09:33:32,2021-11-10 16:10:40.000,2021-11-10 09:42:15,2021-11-10 09:45:54.000,2.0,,,icon-project/icon-sdk-js,icon-sdk-js,,https://github.com/icon-project/icon-sdk-js,Apache-2.0,1.1.3,153.0,https://www.npmjs.com/package/icon-sdk-js,2021-11-10 09:43:22.664,10.0,3070.0,,,,,,,,,,,,,,,,,,,,,,,,
1420,,eth,smart-contract-best-practices,https://github.com/ConsenSys/smart-contract-best-practices,A guide to smart contract security best practices.,others,18,True,659.0,63.0,5057.0,,898.0,296.0,,194.0,13.0,75.0,,98.0,2016-06-28 18:08:50,2022-02-15 16:01:39.000,2022-02-15 16:00:34,,2.0,,,ConsenSys/smart-contract-best-practices,,,https://github.com/ConsenSys/smart-contract-best-practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,,lux,lux,https://github.com/LUX-Core/lux,LUX - Hybrid PoW/PoS & Unique PHI2 Algorithm | Masternode | Parallel masternode | Segwit | Smartcontract | Luxgate |..,others,18,True,2319.0,,3957.0,706.0,85.0,50.0,14.0,102.0,4.0,17.0,,47.0,2018-07-27 04:14:01,2021-07-14 18:17:57.000,2021-07-07 20:59:25,2021-07-14 18:17:57.000,2.0,,,LUX-Core/lux,,,https://github.com/LUX-Core/lux,AGPL-3.0,5.5.1,,,,,,,,,30388.0,,,,,,,,,,,,,,,,,,,,
1422,,lbc,chainquery,https://github.com/OdyseeTeam/chainquery,Chainquery parses and syncs the LBRY blockchain data into structured SQL.,others,18,True,586.0,16.0,2507.0,55.0,35.0,18.0,77.0,46.0,38.0,89.0,2.0,11.0,2018-02-10 14:57:47,2022-02-09 19:41:27.000,2022-02-09 19:41:21,2020-10-26 04:58:21.000,2.0,,,lbryio/chainquery,,,https://github.com/OdyseeTeam/chainquery,MIT,2.5.4,,,,,,,,github.com/lbryio/chainquery,2570.0,https://pkg.go.dev/github.com/lbryio/chainquery,2021-10-22 18:53:50.000,2.0,,,,,,,,,,,,,,,,,OdyseeTeam/chainquery
1423,,eth,yellowpaper,https://github.com/ethereum/yellowpaper,The Yellow Paper: Ethereums formal specification.,others,18,True,1436.0,5.0,1274.0,,398.0,105.0,,618.0,87.0,143.0,,75.0,2014-04-02 04:09:12,2022-02-13 15:28:38.000,2022-02-13 11:21:39,,2.0,,,ethereum/yellowpaper,,,https://github.com/ethereum/yellowpaper,CC-BY-SA-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,comp,compound-protocol,https://github.com/compound-finance/compound-protocol,The Compound On-Chain Protocol.,others,18,True,76.0,,1173.0,22.0,680.0,72.0,10.0,126.0,31.0,27.0,,18.0,2019-08-02 22:37:25,2022-02-11 03:02:02.000,2021-11-16 21:40:17,2021-05-27 11:18:06.126,2.0,,,compound-finance/compound-protocol,compound-protocol-kakapo911,,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,0.2.4,,https://www.npmjs.com/package/compound-protocol-kakapo911,2021-05-27 11:18:06.126,,14.0,,,,235.0,,,,,,,,,,,,,,,,,,,,
1425,,snt,react-native-desktop-qt,https://github.com/status-im/react-native-desktop-qt,"A Desktop port of React Native, driven by Qt, forked from Canonical.",others,18,True,7091.0,,1173.0,,75.0,60.0,17.0,343.0,100.0,160.0,,967.0,2017-07-28 03:04:23,2021-04-29 20:20:56.000,2021-02-16 08:11:12,2020-05-13 11:05:21.000,2.0,,,status-im/react-native-desktop-qt,,,https://github.com/status-im/react-native-desktop-qt,,0.60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,,gno,MultiSigWallet,https://github.com/gnosis/MultiSigWallet,Allows multiple parties to agree on transactions before execution.,others,18,True,1069.0,,959.0,171.0,643.0,52.0,16.0,158.0,98.0,124.0,,21.0,2017-08-17 13:56:11,2021-08-24 15:56:50.000,2021-08-24 15:56:50,2019-05-14 11:49:16.000,2.0,,,gnosis/MultiSigWallet,,,https://github.com/gnosis/MultiSigWallet,LGPL-3.0,1.6.0,,,,,,,,,8406.0,,,,,,,,,,,,,,,,,,,,
