,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,trending,labels,new_addition,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
1130,,dot,polkadot-wiki,https://github.com/w3f/polkadot-wiki,The source of truth for Polkadot.,others,21,True,2122.0,205.0,204.0,,318.0,22.0,,1979.0,24.0,974.0,,161.0,2019-08-26 16:38:48.000,2022-01-18 15:49:46.000,2022-01-18 15:49:45.000,,2,,,True,w3f/polkadot-wiki,,,https://github.com/w3f/polkadot-wiki,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,btc,libwally-core,https://github.com/ElementsProject/libwally-core,Useful primitives for wallets.,others,21,True,1663.0,10.0,200.0,1508.0,113.0,20.0,26.0,211.0,28.0,74.0,,38.0,2017-06-23 01:09:27.000,2021-12-23 13:30:01.000,2021-12-16 10:53:16.000,2021-10-20 00:05:38.000,2,,,,ElementsProject/libwally-core,libwally-js,,https://github.com/ElementsProject/libwally-core,MIT,release_0.8.4,,https://www.npmjs.com/package/libwally-js,2020-02-11 13:12:58.806,,6.0,,,,42838.0,,,,wallycore,https://pypi.org/project/wallycore,2021-10-19 23:46:55.000,694.0,,,,,,,,,,,,,
1132,,dcr,decrediton,https://github.com/decred/decrediton,Cross-platform GUI for Decred.,others,21,True,1904.0,62.0,195.0,14.0,119.0,36.0,17.0,2026.0,176.0,1467.0,,58.0,2016-11-09 18:55:33.000,2022-01-18 19:33:07.000,2022-01-18 19:29:49.000,2021-05-12 21:43:39.000,2,,,,decred/decrediton,decrediton,,https://github.com/decred/decrediton,ISC,release-v1.6.3,,https://www.npmjs.com/package/decrediton,2018-08-22 02:23:17.114,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
1133,,aergo,aergo,https://github.com/aergoio/aergo,aergo blockchain kernel.,others,21,True,2645.0,,183.0,52.0,35.0,34.0,61.0,102.0,21.0,24.0,4.0,22.0,2018-07-31 00:51:43.000,2021-11-24 06:23:56.000,2021-10-06 12:48:13.000,2021-10-06 13:02:20.000,2,,,,aergoio/aergo,,,https://github.com/aergoio/aergo,MIT,2.2.10,4.0,,,,,,,github.com/aergoio/aergo,1999.0,https://pkg.go.dev/github.com/aergoio/aergo,2021-10-06 12:22:22.000,,,,,,,,,,,,,,,,,,
1134,,dadi,api,https://github.com/dadi/api,A high-performance RESTful API layer designed in support of API-first development and COPE. Connects your content to..,others,21,True,2352.0,,182.0,534.0,28.0,28.0,138.0,339.0,40.0,220.0,36.0,30.0,2015-12-18 13:25:14.000,2021-07-16 17:37:17.647,2021-07-16 17:34:42.000,2021-07-16 17:37:17.647,2,,,,dadi/api,@dadi/api,,https://github.com/dadi/api,xinetd,6.0.2,25.0,https://www.npmjs.com/package/@dadi/api,2021-07-16 17:37:17.647,11.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,
1135,,signa,signum-node,https://github.com/signum-network/signum-node,Signum Node.,others,21,True,3329.0,16.0,181.0,1044.0,65.0,23.0,47.0,411.0,29.0,136.0,,68.0,2018-12-27 21:39:02.000,2022-01-19 12:59:35.000,2021-12-06 19:44:56.000,2021-10-05 17:28:21.000,2,,,,signum-network/signum-node,,,https://github.com/signum-network/signum-node,GPL-3.0,3.2.1,,,,,,,,,35509.0,,,,,,,,,,,,,,,,,,,,
1136,,maid,sn_client,https://github.com/maidsafe/sn_client,A set of libraries providing a way for developers to consume and use the Safe Network facilities.,others,21,True,3284.0,,171.0,158.66666666666666,76.0,39.0,100.0,1270.0,15.0,271.0,33.0,49.0,2015-03-11 13:58:08.000,2021-07-14 01:26:27.000,2021-06-22 11:08:38.000,2021-06-22 11:09:28.000,2,,,,maidsafe/sn_client,,,https://github.com/maidsafe/sn_client,GPL-3.0,0.61.2,,,,,,,,,,,,,,,,,safe_core,https://crates.io/crates/safe_core,2020-12-07 15:47:58.141,33.0,158.66666666666666,42032.0,,,,,,,
1137,,xlm,java-stellar-sdk,https://github.com/stellar/java-stellar-sdk,,others,21,True,404.0,20.0,162.0,388.0,141.0,32.0,67.0,196.0,44.0,159.0,,26.0,2015-11-16 23:52:51.000,2022-01-11 17:19:03.000,2022-01-11 17:19:03.000,2022-01-11 04:07:10.000,2,,,,stellar/java-stellar-sdk,,,https://github.com/stellar/java-stellar-sdk,Apache-2.0,0.31.0,,,,,,,,,28347.0,,,,,,,,,,,,,,,,,,,,
1138,,dia,diadata,https://github.com/diadata-org/diadata,DIAdata.org platform.,others,21,True,1528.0,54.0,154.0,,88.0,24.0,417.0,295.0,49.0,188.0,,39.0,2018-08-08 13:21:11.000,2022-01-19 18:59:57.000,2022-01-19 18:59:48.000,2021-12-16 11:06:53.000,2,,,,diadata-org/diadata,,,https://github.com/diadata-org/diadata,GPL-2.0,1.3.5,,,,,,,,github.com/diadata-org/diadata,,https://pkg.go.dev/github.com/diadata-org/diadata,2022-01-18 16:53:54.000,,,,,,,,,,,,,,,,,,
1139,,grt,graph-ts,https://github.com/graphprotocol/graph-ts,TypeScript/AssemblyScript library for writing mappings for The Graph.,others,21,False,177.0,17.0,143.0,,51.0,32.0,27.0,154.0,33.0,58.0,5699.0,15.0,2018-10-01 10:42:59.000,2021-11-24 20:50:01.000,2021-11-24 20:49:59.000,2021-10-29 00:39:37.000,2,,,,graphprotocol/graph-ts,,,https://github.com/graphprotocol/graph-ts,,0.23.1,5699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,grlc,Garlicoin,https://github.com/GarlicoinOrg/Garlicoin,Garlicoin source tree.,others,21,False,16175.0,1.0,139.0,2331.0,57.0,25.0,20.0,45.0,10.0,24.0,,646.0,2018-01-02 06:06:27.000,2021-12-26 16:46:31.000,2021-12-26 16:46:31.000,2021-05-16 10:42:10.000,2,,,,GarlicoinOrg/Garlicoin,,,https://github.com/GarlicoinOrg/Garlicoin,MIT,0.17.3,,,,,,,,,111911.0,,,,,,,,,,,,,,,,,,,,
1141,,wit,witnet-rust,https://github.com/witnet/witnet-rust,"Open source Rust implementation of the Witnet decentralized oracle protocol, including full node and wallet backend.",others,21,False,2858.0,25.0,136.0,1279.0,44.0,12.0,54.0,1140.0,72.0,930.0,,34.0,2018-02-04 17:59:46.000,2022-01-18 14:51:01.000,2022-01-14 10:33:23.000,2021-11-26 14:34:21.000,2,,,,witnet/witnet-rust,,,https://github.com/witnet/witnet-rust,GPL-3.0,1.4.3,,,,,,,,,44786.0,,,,,,,,,,,,,,,,,,,,
1142,,ens,ensjs,https://github.com/ensdomains/ensjs,Javascript bindings for the Ethereum Name Service.,others,21,False,110.0,,132.0,46663.0,55.0,12.0,25.0,33.0,32.0,15.0,3558.0,14.0,2016-08-26 13:54:53.000,2022-01-10 00:15:57.000,2021-10-19 20:09:10.000,2021-01-25 11:31:50.000,2,,,,ensdomains/ensjs,ethereum-ens,,https://github.com/ensdomains/ensjs,BSD-2-Clause,1.0.0,3446.0,https://www.npmjs.com/package/ethereum-ens,2020-01-30 02:02:07.650,112.0,46663.0,,,,,,,,,,,,,,,,,,,,,,,,
1143,,btc,bip38,https://github.com/bitcoinjs/bip38,BIP38 is a standard process to encrypt Bitcoin and crypto currency private keys that is less susceptible to brute..,others,21,False,188.0,,131.0,7234.0,75.0,19.0,15.0,44.0,3.0,28.0,1707.0,13.0,2014-02-28 08:55:01.000,2021-10-12 21:27:19.000,2021-03-31 00:51:29.000,2020-05-31 10:19:16.483,2,,,,bitcoinjs/bip38,bip38,,https://github.com/bitcoinjs/bip38,MIT,3.1.1,1302.0,https://www.npmjs.com/package/bip38,2020-05-31 10:19:16.483,405.0,7234.0,,,,,,,,,,,,,,,,,,,,,,,,
1144,,mana,ui,https://github.com/decentraland/ui,Decentraland UI.,others,21,False,336.0,9.0,131.0,2297.0,53.0,26.0,199.0,114.0,13.0,12.0,152.0,11.0,2018-06-21 21:57:08.000,2022-01-17 18:45:58.000,2022-01-17 18:42:14.000,2022-01-17 18:44:59.000,2,,,,decentraland/ui,decentraland-ui,,https://github.com/decentraland/ui,MIT,3.17.0,142.0,https://www.npmjs.com/package/decentraland-ui,2022-01-17 18:44:56.287,10.0,2297.0,,,,,,,,,,,,,,,,,,,,,,,,
1145,,ar,SmartWeave,https://github.com/ArweaveTeam/SmartWeave,"Simple, scalable smart contracts on the Arweave protocol.",others,21,False,394.0,6.0,125.0,1887.0,49.0,19.0,45.0,80.0,24.0,5.0,296.0,20.0,2020-04-23 07:44:01.000,2022-01-14 19:04:09.000,2021-12-16 14:13:45.000,2021-10-25 14:47:02.432,2,,,,ArweaveTeam/SmartWeave,smartweave,,https://github.com/ArweaveTeam/SmartWeave,MIT,0.4.46,280.0,https://www.npmjs.com/package/smartweave,2021-10-25 14:47:02.432,16.0,1887.0,,,,,,,,,,,,,,,,,,,,,,,,
1146,,eth,truffle-security,https://github.com/ConsenSys/truffle-security,MythX smart contract security verification plugin for Truffle Framework.,others,21,False,657.0,,119.0,3213.0,25.0,26.0,31.0,160.0,25.0,91.0,383.0,14.0,2018-10-08 01:19:17.000,2021-10-11 17:11:41.000,2020-06-17 16:33:21.000,2020-06-18 12:07:50.273,2,,,True,ConsenSys/truffle-security,truffle-security,,https://github.com/ConsenSys/truffle-security,MIT,1.7.3,334.0,https://www.npmjs.com/package/truffle-security,2020-06-18 12:07:50.273,49.0,3213.0,,,,,,,,,,,,,,,,,,,,,,,,
1147,,dcr,dcrdata,https://github.com/decred/dcrdata,"Decred block explorer, with packages and apps for data collection and storage. Written in Go.",others,21,False,1412.0,10.0,115.0,,134.0,26.0,33.0,1294.0,131.0,473.0,37.0,40.0,2017-02-22 16:24:53.000,2022-01-18 23:41:55.000,2022-01-13 04:42:09.000,2021-09-03 21:46:06.000,2,,,,decred/dcrdata,,,https://github.com/decred/dcrdata,ISC,release-v6.0,,,,,,,,github.com/decred/dcrdata/txhelpers,,https://pkg.go.dev/github.com/decred/dcrdata/txhelpers,2019-10-30 12:00:00.000,37.0,,,,,,,,,,,,,,,,,
1148,,ens,ens-contracts,https://github.com/ensdomains/ens-contracts,ENS contracts.,others,21,False,285.0,10.0,108.0,4887.0,52.0,6.0,8.0,27.0,13.0,,103.0,6.0,2021-05-13 11:25:41.000,2022-01-18 08:49:36.000,2022-01-16 21:39:49.000,2021-12-21 02:12:59.739,2,,,,ensdomains/ens-contracts,@ensdomains/ens-contracts,,https://github.com/ensdomains/ens-contracts,MIT,0.0.8,103.0,https://www.npmjs.com/package/@ensdomains/ens-contracts,2021-12-21 02:12:59.739,,4887.0,,,,,,,,,,,,,,,,,,,,,,,,
1149,,tomo,tomochain,https://github.com/tomochain/tomochain,The Efficient Blockchain Powered By Proof Of Stake Voting Consensus.,others,21,False,11819.0,,107.0,136.0,54.0,23.0,40.0,228.0,13.0,98.0,16.0,294.0,2019-11-12 05:18:09.000,2021-12-14 08:47:22.000,2021-09-13 03:17:46.000,2021-03-22 07:42:03.000,2,,,,tomochain/tomochain,,,https://github.com/tomochain/tomochain,LGPL-3.0,2.3.1,13.0,,,,,,,github.com/tomochain/tomochain,3551.0,https://pkg.go.dev/github.com/tomochain/tomochain,2019-11-08 06:58:50.000,3.0,,,,,,,,,,,,,,,,,
1150,,xrd,radixdlt,https://github.com/radixdlt/radixdlt,Radix monorepo.,others,21,False,9322.0,494.0,106.0,270.0,21.0,21.0,31.0,597.0,12.0,5.0,,46.0,2020-12-23 10:05:23.000,2022-01-19 12:05:05.000,2022-01-14 13:45:39.000,2021-12-20 13:17:32.000,2,,,,radixdlt/radixdlt,,,https://github.com/radixdlt/radixdlt,,1.0.6,,,,,,,,,3249.0,,,,,,,,,,,,,,,,,,,,
1151,,ocean,aquarius,https://github.com/oceanprotocol/aquarius,Off-chain database store for data assets metadata.,others,21,False,1097.0,23.0,93.0,234.0,21.0,18.0,79.0,458.0,13.0,206.0,,32.0,2018-06-19 15:58:59.000,2022-01-18 08:36:15.000,2022-01-18 08:36:15.000,2021-12-03 12:50:33.000,2,,,,oceanprotocol/aquarius,,,https://github.com/oceanprotocol/aquarius,Apache-2.0,3.1.3,,,,,,,,,,,,,ocean-aquarius,https://pypi.org/project/ocean-aquarius,2020-12-17 16:39:55.000,234.0,,,,,,,,,,,,,
1152,,bal,balancer-v2-monorepo,https://github.com/balancer-labs/balancer-v2-monorepo,Balancer V2 Monorepo.,others,21,False,917.0,79.0,93.0,21.0,88.0,34.0,2.0,846.0,59.0,194.0,23.0,12.0,2020-08-19 15:44:50.000,2022-01-19 18:20:58.000,2022-01-17 21:43:42.000,2021-09-14 17:44:10.320,2,,,,balancer-labs/balancer-v2-monorepo,@balancer-labs/v2-standalone-utils,,https://github.com/balancer-labs/balancer-v2-monorepo,GPL-3.0,2.0.0,23.0,https://www.npmjs.com/package/@balancer-labs/v2-standalone-utils,2021-09-14 17:44:10.320,,21.0,,,,,,,,,,,,,,,,,,,,,,,,
1153,,api3,airnode,https://github.com/api3dao/airnode,Airnode monorepo.,others,21,False,2952.0,681.0,91.0,,46.0,16.0,5.0,555.0,33.0,213.0,,24.0,2020-06-08 17:16:55.000,2022-01-19 13:52:22.000,2022-01-18 18:52:56.000,2021-12-09 10:40:38.000,2,,,,api3dao/airnode,,,https://github.com/api3dao/airnode,MIT,0.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,bts,bitsharesjs,https://github.com/bitshares/bitsharesjs,JavaScript tools for BitShares Encryption and Serialization.,others,21,False,232.0,,90.0,496.0,139.0,18.0,74.0,52.0,5.0,32.0,342.0,21.0,2017-01-19 14:18:35.000,2022-01-18 21:02:08.000,2021-07-27 13:57:50.000,2021-07-27 14:02:46.816,2,,,,bitshares/bitsharesjs,bitsharesjs,,https://github.com/bitshares/bitsharesjs,MIT,5.0.0,271.0,https://www.npmjs.com/package/bitsharesjs,2022-01-11 12:09:26.416,71.0,494.0,,,,87.0,,,,,,,,,,,,,,,,,,,,
1155,,xsn,XSN,https://github.com/X9Developers/XSN,"XSN - Stakenet, the first cryptocurrency with Trustless Proof of Stake.",others,21,False,31762.0,,90.0,1242.0,41.0,32.0,19.0,86.0,30.0,60.0,,698.0,2018-01-02 11:27:06.000,2021-09-23 22:49:18.000,2021-09-23 22:49:17.000,2021-05-31 15:36:31.000,2,,,,X9Developers/XSN,,,https://github.com/X9Developers/XSN,MIT,1.0.28,,,,,,,,,55904.0,,,,,,,,,,,,,,,,,,,,
1156,,sbr,saber-common,https://github.com/saber-hq/saber-common,Saber common utilities and libraries.,others,21,False,692.0,279.0,85.0,7287.0,19.0,7.0,129.0,461.0,7.0,2.0,56.0,17.0,2021-06-01 22:37:41.000,2022-01-19 06:21:30.000,2022-01-18 04:56:43.000,2022-01-18 04:57:22.699,2,,,,saber-hq/saber-common,@saberhq/use-solana,,https://github.com/saber-hq/saber-common,Apache-2.0,1.12.32,56.0,https://www.npmjs.com/package/@saberhq/use-solana,2022-01-18 04:57:22.699,,7287.0,,,,,,,,,,,,,,,,,,,,,,,,
1157,,btc,bitcoinjs-message,https://github.com/bitcoinjs/bitcoinjs-message,bitcoinjs-message.,others,21,False,68.0,,84.0,52430.0,56.0,10.0,9.0,16.0,,20.0,2905.0,8.0,2015-09-05 04:55:01.000,2021-12-21 10:17:09.000,2021-01-28 23:45:26.000,2021-01-28 22:54:06.521,2,,,,bitcoinjs/bitcoinjs-message,bitcoinjs-message,,https://github.com/bitcoinjs/bitcoinjs-message,MIT,2.2.0,2659.0,https://www.npmjs.com/package/bitcoinjs-message,2021-01-28 22:54:06.521,246.0,52430.0,,,,,,,,,,,,,,,,,,,,,,,,
1158,,clny,colonyJS,https://github.com/JoinColony/colonyJS,The Colony JavaScript client.,others,21,False,1873.0,10.0,83.0,115.0,22.0,13.0,44.0,350.0,5.0,147.0,56.0,24.0,2017-11-28 03:43:42.000,2021-12-16 16:58:09.000,2021-12-10 12:28:22.000,2021-12-10 12:34:48.000,2,,,,JoinColony/colonyJS,@colony/colony-js-contract-loader-network,,https://github.com/JoinColony/colonyJS,GPL-3.0,4.1.1,45.0,https://www.npmjs.com/package/@colony/colony-js-contract-loader-network,2020-04-01 17:24:07.509,11.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,
1159,,ant,aragon-cli,https://github.com/aragon/aragon-cli,CLI for creating and publishing Aragon apps.,others,21,False,1089.0,,83.0,931.0,76.0,18.0,137.0,1162.0,102.0,613.0,545.0,33.0,2017-09-23 12:40:15.000,2022-01-01 15:34:31.000,2021-06-08 08:43:58.000,2020-06-24 02:10:41.178,2,,,,aragon/aragon-cli,@aragon/cli,,https://github.com/aragon/aragon-cli,GPL-3.0,7.1.6,441.0,https://www.npmjs.com/package/@aragon/cli,2020-06-24 02:10:41.178,104.0,931.0,,,,,,,,,,,,,,,,,,,,,,,,
1160,,ocean,ocean.py,https://github.com/oceanprotocol/ocean.py,"Ocean Protocols Python library to privately & securely publish, exchange, and consume data.",others,21,False,778.0,11.0,82.0,322.0,42.0,12.0,54.0,361.0,23.0,281.0,15.0,19.0,2020-05-23 06:12:04.000,2022-01-19 16:44:43.000,2022-01-11 13:57:44.000,2021-11-10 07:35:14.000,2,,,,oceanprotocol/ocean.py,,,https://github.com/oceanprotocol/ocean.py,Apache-2.0,0.8.5,13.0,,,,,,,,,,,,ocean-lib,https://pypi.org/project/ocean-lib,2021-11-10 07:35:14.000,322.0,,,,,,,,,2.0,,,,
1161,,ubq,go-ubiq,https://github.com/ubiq/go-ubiq,Ubiq fork of Geth.,others,21,False,13401.0,92.0,82.0,291.0,19.0,19.0,41.0,14.0,1.0,11.0,7.0,659.0,2016-11-19 03:00:31.000,2022-01-14 06:12:34.000,2021-12-21 23:05:21.000,2021-12-22 00:04:15.000,2,,,,ubiq/go-ubiq,,,https://github.com/ubiq/go-ubiq,LGPL-3.0,6.0.0,5.0,,,,,,,github.com/ubiq/go-ubiq,17805.0,https://pkg.go.dev/github.com/ubiq/go-ubiq,2021-12-21 23:05:21.000,2.0,,,,,,,,,,,,,,,,,
1162,,sov,Sovryn-smart-contracts,https://github.com/DistributedCollective/Sovryn-smart-contracts,Smart contracts for the Sovryn protocol and external integrations.,others,21,False,2550.0,255.0,81.0,22.0,29.0,17.0,7.0,283.0,85.0,60.0,,23.0,2020-08-10 09:08:01.000,2022-01-19 14:30:35.000,2022-01-19 14:30:26.000,2021-09-27 07:24:00.734,2,,,,DistributedCollective/Sovryn-smart-contracts,test-contracts-sovryn,,https://github.com/DistributedCollective/Sovryn-smart-contracts,Apache-2.0,1.0.6,,https://www.npmjs.com/package/test-contracts-sovryn,2021-09-27 07:24:00.734,,22.0,,,,,,,,,,,,,,,,,,,,,,,,
1163,,sol,oyster,https://github.com/solana-labs/oyster,SPL Governance Client API.,others,21,False,817.0,35.0,72.0,530.0,77.0,21.0,13.0,219.0,44.0,234.0,3.0,16.0,2021-02-04 15:43:29.000,2022-01-18 22:01:34.000,2022-01-18 22:01:34.000,2022-01-18 21:51:49.122,2,,,,solana-labs/oyster,@solana/spl-governance,,https://github.com/solana-labs/oyster,Apache-2.0,0.0.14,3.0,https://www.npmjs.com/package/@solana/spl-governance,2022-01-18 21:51:49.122,,530.0,,,,,,,,,,,,,,,,,,,,,,,,
1164,,algo,indexer,https://github.com/algorand/indexer,searchable history and current state.,others,21,False,704.0,50.0,68.0,327.0,42.0,14.0,29.0,488.0,87.0,253.0,,27.0,2020-01-10 20:07:17.000,2022-01-19 17:50:07.000,2022-01-14 19:35:53.000,2022-01-03 17:28:33.000,2,,,,algorand/indexer,,,https://github.com/algorand/indexer,MIT,2.6.6,,,,,,,,,6215.0,,,,,,,,,,,,,,,,,,,,
1165,,fil,specs-actors,https://github.com/filecoin-project/specs-actors,"Specification of builtin actors, in the form of executable code.",others,21,False,897.0,29.0,68.0,,101.0,34.0,202.0,974.0,124.0,467.0,172.0,45.0,2020-01-15 00:02:38.000,2022-01-18 16:06:55.000,2022-01-18 00:56:51.000,2021-10-26 13:59:38.000,2,,,,filecoin-project/specs-actors,,,https://github.com/filecoin-project/specs-actors,Apache-2.0,v6.0.1,,,,,,,,github.com/filecoin-project/specs-actors,,https://pkg.go.dev/github.com/filecoin-project/specs-actors,2022-01-10 23:04:05.000,172.0,,,,,,,,,,,,,,,,,
1166,,ont,ontology-ts-sdk,https://github.com/ontio/ontology-ts-sdk,Comprehensive TypeScript library for the Ontology blockchain.,others,21,False,576.0,14.0,67.0,1028.0,36.0,11.0,69.0,186.0,10.0,29.0,169.0,22.0,2018-03-27 12:49:20.000,2021-11-23 03:24:04.000,2021-11-23 03:24:04.000,2021-11-03 08:14:34.617,2,,,,ontio/ontology-ts-sdk,ontology-ts-sdk,,https://github.com/ontio/ontology-ts-sdk,LGPL-3.0,1.2.0,135.0,https://www.npmjs.com/package/ontology-ts-sdk,2021-11-04 02:17:35.523,34.0,1028.0,,,,,,,,,,,,,,,,,,,,,,,,
1167,,divx,Divi,https://github.com/DiviProject/Divi,"Spend, earn, or withdraw digital money in seconds with Divi.",others,21,False,4461.0,303.0,67.0,150.0,45.0,32.0,17.0,86.0,13.0,135.0,,26.0,2018-01-24 18:34:01.000,2021-12-24 18:07:58.000,2021-12-22 22:59:59.000,2021-08-06 06:21:03.000,2,,,,DiviProject/Divi,,,https://github.com/DiviProject/Divi,,2.5.1,,,,,,,,,6477.0,,,,,,,,,,,,,,,,,,,,
1168,,qtum,qtum-electrum,https://github.com/qtumproject/qtum-electrum,Lightweight Qtum Wallet.,others,21,False,13389.0,,66.0,512.0,50.0,24.0,40.0,48.0,3.0,64.0,,326.0,2017-09-04 16:05:18.000,2021-08-09 14:55:58.000,2021-08-09 14:52:35.000,2021-08-10 01:59:57.000,2,,,,qtumproject/qtum-electrum,,,https://github.com/qtumproject/qtum-electrum,MIT,4.0.16,,,,,,,,,25631.0,,,,,,,,,,,,,,,,,,,,
1169,,dgb,digibyte,https://github.com/DigiByte-Core/digibyte,DigiByte Core 7.17.3 - CURRENT (5-12-2021) - 8.19.0 Development.,others,21,False,19066.0,,66.0,1951.0,34.0,36.0,2.0,69.0,7.0,9.0,,744.0,2018-09-04 13:59:57.000,2022-01-19 17:38:55.000,2021-07-29 19:39:46.000,2021-05-13 02:38:06.000,2,,,,DigiByte-Core/digibyte,,,https://github.com/DigiByte-Core/digibyte,MIT,7.17.3,,,,,,,,,37083.0,,,,,,,,,,,,,,,,,,,,
1170,,cfx,conflux-portal,https://github.com/Conflux-Chain/conflux-portal,The ConfluxPortal browser extension enables browsing Conflux blockchain enabled websites.,others,21,False,10713.0,8.0,66.0,1221.0,18.0,5.0,61.0,269.0,39.0,68.0,,209.0,2019-12-16 07:30:41.000,2021-12-21 06:28:17.000,2021-12-21 06:28:17.000,2021-12-21 06:27:19.000,2,,,,Conflux-Chain/conflux-portal,,,https://github.com/Conflux-Chain/conflux-portal,MIT,0.6.12,,,,,,,,,29323.0,,,,,,,,,,,,,,,,,,,,
1171,,kmd,atomicDEX-API,https://github.com/KomodoPlatform/atomicDEX-API,This is the official AtomicAPI (atomicDEX API) repository.,others,21,False,20221.0,29.0,64.0,1284.0,41.0,21.0,100.0,483.0,190.0,519.0,,51.0,2018-02-02 11:28:52.000,2022-01-19 12:59:34.000,2022-01-18 09:13:02.000,2021-12-29 14:31:39.000,2,,,,KomodoPlatform/atomicDEX-API,,,https://github.com/KomodoPlatform/atomicDEX-API,,beta-2.1.5182,,,,,,,,,24400.0,,,,,,,,,,,,,,,,,,,,
1172,,snx,synthetix-js,https://github.com/Synthetixio/synthetix-js,[deprecated] Please use https://github.com/Synthetixio/js-monorepo/tree/master/packages/contracts-interface.,others,21,False,1151.0,40.0,62.0,4836.0,44.0,20.0,327.0,60.0,7.0,2.0,73.0,13.0,2018-08-28 01:53:41.000,2022-01-18 19:20:42.000,2022-01-18 19:19:31.000,2021-12-15 23:22:55.859,2,,,,Synthetixio/synthetix-js,synthetix-js,,https://github.com/Synthetixio/synthetix-js,MIT,2.56.1,69.0,https://www.npmjs.com/package/synthetix-js,2022-01-18 19:19:33.312,4.0,4836.0,,,,,,,,,,,,,,,,,,,,,,,,
1173,,bifi,beefy-api,https://github.com/beefyfinance/beefy-api,Simple API for BeefyFinance.,others,21,False,2459.0,518.0,62.0,90.0,107.0,7.0,3.0,557.0,2.0,23.0,,43.0,2020-10-04 16:43:36.000,2022-01-19 16:43:23.000,2022-01-19 16:42:15.000,2022-01-06 05:34:01.501,2,,,,beefyfinance/beefy-api,beefy-api,,https://github.com/beefyfinance/beefy-api,MIT,1.0.1,,https://www.npmjs.com/package/beefy-api,2022-01-06 05:34:01.501,,90.0,,,,,,,,,,,,,,,,,,,,,,,,
1174,,luna,wallet-provider,https://github.com/terra-money/wallet-provider,Library to make React dApps easier using Terra Station Extension or Terra Station Mobile.,others,21,False,151.0,67.0,57.0,9421.0,22.0,5.0,38.0,25.0,4.0,35.0,,3.0,2021-06-17 06:30:44.000,2022-01-14 01:10:26.000,2022-01-14 01:10:03.000,2022-01-13 02:06:03.000,2,,,,terra-money/wallet-provider,@terra-dev/browser-check,,https://github.com/terra-money/wallet-provider,Apache-2.0,3.7.0,,https://www.npmjs.com/package/@terra-dev/browser-check,2021-11-15 13:19:56.577,,9421.0,,,,,,,,,,,,,,,,,,,,,,,,
1175,,flux,fluxd,https://github.com/RunOnFlux/fluxd,Zel.,others,21,False,12839.0,25.0,54.0,166.0,28.0,23.0,24.0,132.0,7.0,23.0,,498.0,2018-02-22 02:54:57.000,2022-01-12 04:00:23.000,2022-01-11 04:44:48.000,2022-01-12 04:00:23.000,2,,,,RunOnFlux/fluxd,,,https://github.com/RunOnFlux/fluxd,,5.1.1,,,,,,,,,7807.0,,,,,,,,,,,,,,,,,,,,
1176,,kilt,sdk-js,https://github.com/KILTprotocol/sdk-js,KILT SDK for JS | Docs: https://dev.kilt.io | Website: https://kilt.io.,others,21,False,866.0,62.0,50.0,1935.0,12.0,12.0,108.0,369.0,13.0,43.0,25.0,22.0,2018-11-14 13:29:09.000,2022-01-19 15:52:28.000,2022-01-19 14:13:58.000,2022-01-19 17:28:22.000,2,,,,KILTprotocol/sdk-js,@kiltprotocol/core,,https://github.com/KILTprotocol/sdk-js,BSD-4-Clause,0.25.0,21.0,https://www.npmjs.com/package/@kiltprotocol/core,2022-01-19 14:13:45.850,4.0,1935.0,,,,,,,,,,,,,,,,,,,,,,,,
1177,,flow,flow-emulator,https://github.com/onflow/flow-emulator,The Flow Emulator is a lightweight tool that emulates the behaviour of the real Flow network.,others,21,False,566.0,61.0,47.0,,13.0,25.0,80.0,78.0,11.0,26.0,120.0,22.0,2020-10-30 16:16:25.000,2022-01-19 15:36:11.000,2022-01-07 09:30:56.000,2021-12-22 15:17:41.000,2,,,,onflow/flow-emulator,,,https://github.com/onflow/flow-emulator,Apache-2.0,0.27.3,108.0,,,,,,,github.com/onflow/flow-emulator,,https://pkg.go.dev/github.com/onflow/flow-emulator,2020-04-21 02:44:31.000,12.0,,,,,,,,,,,,,,,,,
