,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,go_id,maven_id,github_release_downloads,maven_url,maven_latest_release_published_at,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,conda_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_dependent_project_count,maven_dependent_project_count
1542,,api3,api3-docs,https://github.com/api3dao/api3-docs,Documentation for the API3 Project.,others,15,False,1442,625.0,42,,15.0,12,,447.0,9.0,68.0,,11.0,2020-09-13 12:44:05.000,2022-01-08 12:22:01.000,2022-01-08 12:21:59.000,,3,,,api3dao/api3-docs,,https://github.com/api3dao/api3-docs,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,,lbc,lbry.tech,https://github.com/lbryio/lbry.tech,Technical documentation website for the LBRY protocol.,others,15,False,896,5.0,42,,62.0,21,,152.0,24.0,205.0,,47.0,2018-03-28 14:54:47.000,2021-12-26 15:19:31.000,2021-11-08 16:39:35.000,,3,,,lbryio/lbry.tech,,https://github.com/lbryio/lbry.tech,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,,hnt,router,https://github.com/helium/router,"router combines a LoRaWAN Network Server with an API for console, and provides a proxy to the Helium blockchain.",others,15,False,1305,60.0,41,,16.0,22,,444.0,14.0,109.0,,12.0,2019-07-02 00:09:06.000,2022-01-08 00:17:42.000,2022-01-06 22:03:18.000,,3,,,helium/router,,https://github.com/helium/router,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,,gno,safe-relay-service,https://github.com/gnosis/safe-relay-service,Relay Tx Service for Gnosis Safe.,others,15,False,1071,41.0,41,,18.0,3,27.0,233.0,5.0,140.0,,5.0,2018-05-24 12:24:57.000,2022-01-06 22:25:08.000,2021-12-20 11:09:28.000,2021-12-14 11:00:05.000,3,,,gnosis/safe-relay-service,,https://github.com/gnosis/safe-relay-service,MIT,4.0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,,orbs,orbs-network-go,https://github.com/orbs-network/orbs-network-go,Orbs node virtual chain core reference implementation in Go.,others,15,False,5737,2.0,41,,10.0,8,47.0,1051.0,63.0,553.0,2.0,24.0,2018-06-24 09:47:23.000,2022-01-09 11:18:06.000,2022-01-09 11:18:06.000,2021-06-03 16:25:24.000,3,,,orbs-network/orbs-network-go,,https://github.com/orbs-network/orbs-network-go,MIT,2.0.15,2.0,,,,github.com/orbs-network/orbs-network-go,,,,,https://pkg.go.dev/github.com/orbs-network/orbs-network-go,2021-08-11 15:28:42.000,,,,,,,,,,,,,,,,,,
1547,,cos,contentos-go,https://github.com/coschain/contentos-go,contentos blockchain.,others,15,False,2706,,40,,14.0,11,11.0,10.0,5.0,5.0,4.0,8.0,2018-10-17 08:49:24.000,2021-11-23 18:16:56.000,2021-09-30 03:01:56.000,2021-10-08 02:56:23.000,3,,,coschain/contentos-go,,https://github.com/coschain/contentos-go,MIT,2.0.1,4.0,,,,github.com/coschain/contentos-go,,,,,https://pkg.go.dev/github.com/coschain/contentos-go,2021-09-30 03:01:56.000,,,,,,,,,,,,,,,,,,
1548,,png,pangolindex/interface,https://github.com/pangolindex/interface,Frontend for accessing the Pangolin Dex.,others,15,False,857,331.0,40,,73.0,10,,242.0,13.0,21.0,,27.0,2021-01-07 18:12:12.000,2022-01-05 00:26:28.000,2022-01-04 16:21:33.000,,3,,,pangolindex/interface,,https://github.com/pangolindex/interface,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,,amb,ambrosus-node,https://github.com/ambrosus/ambrosus-node,The Ambrosus Node.,others,15,False,428,13.0,40,,8.0,22,20.0,450.0,4.0,7.0,,18.0,2018-02-02 08:58:19.000,2021-12-29 17:09:34.000,2021-12-29 17:08:28.000,2021-12-29 17:09:35.000,3,,,ambrosus/ambrosus-node,ambrosus-node,https://github.com/ambrosus/ambrosus-node,MPL-2.0,1.1.19,,https://www.npmjs.com/package/ambrosus-node,2019-03-26 13:32:10.823,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,,ont,ontology-crypto,https://github.com/ontio/ontology-crypto,,others,15,False,83,,39,,25.0,8,14.0,41.0,1.0,4.0,218.0,8.0,2018-03-26 10:42:25.000,2021-11-23 18:17:16.000,2021-09-18 08:28:33.000,2021-09-18 08:29:43.000,3,,,ontio/ontology-crypto,,https://github.com/ontio/ontology-crypto,LGPL-3.0,1.2.1,185.0,,,,github.com/ontio/ontology-crypto,,,,,https://pkg.go.dev/github.com/ontio/ontology-crypto,2021-09-18 08:28:33.000,33.0,,,,,,,,,,,,,,,,,
1551,,xprt,persistenceSDK,https://github.com/persistenceOne/persistenceSDK,Node modules and client utilities to build Persistence platform node applications.,others,15,False,1819,,39,,18.0,8,24.0,280.0,21.0,38.0,3.0,16.0,2020-04-13 23:29:50.000,2022-01-04 12:49:59.000,2021-10-07 15:54:55.000,2021-11-16 07:47:02.156,3,,,persistenceOne/persistenceSDK,,https://github.com/persistenceOne/persistenceSDK,Apache-2.0,v0.1.1,2.0,,,,github.com/persistenceOne/persistenceSDK,,,,,https://pkg.go.dev/github.com/persistenceOne/persistenceSDK,2021-11-19 08:47:00.791,1.0,,,,,,,,,,,,,,,,,
1552,,gen,subgraph,https://github.com/daostack/subgraph,A DAOstack subgraph for graph-node.,others,15,False,434,,39,124.0,29.0,11,55.0,431.0,28.0,206.0,13.0,17.0,2018-10-16 08:59:39.000,2021-10-14 19:44:13.000,2021-04-13 09:20:28.000,2020-12-13 15:07:33.000,3,,,daostack/subgraph,@daostack/subgraph,https://github.com/daostack/subgraph,GPL-3.0,ganache-0.0.1-rc.52-v0-0.0.41-3,12.0,https://www.npmjs.com/package/@daostack/subgraph,2021-02-08 14:32:12.825,124.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1553,,luna,docs,https://github.com/terra-money/docs,Terra Documentation.,others,15,False,683,271.0,38,,100.0,16,,210.0,2.0,19.0,,46.0,2020-05-15 23:37:26.000,2022-01-08 18:52:58.000,2022-01-08 18:50:23.000,,3,,,terra-money/docs,,https://github.com/terra-money/docs,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,rose,oasis-wallet-web,https://github.com/oasisprotocol/oasis-wallet-web,The official non-custodial web wallet for the Oasis Network.,others,15,False,702,315.0,38,,15.0,10,6.0,399.0,76.0,97.0,,13.0,2021-04-20 00:19:38.000,2022-01-08 17:48:54.000,2022-01-08 12:55:37.000,,3,,,oasisprotocol/oasis-wallet-web,,https://github.com/oasisprotocol/oasis-wallet-web,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,,fct,firmachain,https://github.com/FirmaChain/firmachain,"FirmaChain Blockchain, using Go, Tendermint, Cosmos SDK.",others,15,False,172,86.0,38,20.0,3.0,17,24.0,,,,,8.0,2020-09-17 09:11:09.000,2022-01-07 04:47:37.000,2022-01-07 04:45:57.000,2022-01-07 04:55:09.000,3,,,FirmaChain/firmachain,,https://github.com/FirmaChain/firmachain,Apache-2.0,0.3.3,,,,,github.com/firmachain/firmachain,,322.0,,,https://pkg.go.dev/github.com/firmachain/firmachain,2021-12-03 07:18:26.000,,,,,,,,,,,,,,,,,,
1556,,adx,adex-protocol-eth,https://github.com/AmbireTech/adex-protocol-eth,Ethereum implementation of the Ambire Protocol: Ambire Wallet contracts and AdEx payment channels.,others,15,False,1374,106.0,37,,20.0,6,,92.0,5.0,69.0,7.0,12.0,2018-09-23 01:29:13.000,2021-12-08 00:20:17.000,2021-12-08 00:20:15.000,,3,,,AmbireTech/adex-protocol-eth,,https://github.com/AmbireTech/adex-protocol-eth,MIT,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,,flow,freshmint,https://github.com/onflow/freshmint,The minty fresh way to launch an NFT project.,others,15,False,255,75.0,35,121.0,3.0,20,20.0,14.0,,,,8.0,2021-10-07 23:53:22.000,2021-12-16 00:50:52.000,2021-12-10 16:08:00.000,2021-12-10 16:07:28.000,3,,,onflow/freshmint,@onflow/freshmint,https://github.com/onflow/freshmint,MIT,2.2.0-alpha.0,,https://www.npmjs.com/package/@onflow/freshmint,2021-12-10 16:08:07.632,121.0,,,,,,,,,,,,,,,,,,,,,,,,,
1558,,astro,astroport-core,https://github.com/astroport-fi/astroport-core,Common astroport types.,others,15,False,429,102.0,35,41.666666666666664,9.0,9,6.0,167.0,5.0,7.0,1.0,18.0,2021-07-06 09:37:35.000,2022-01-09 11:54:01.000,2022-01-06 11:28:05.000,2022-01-06 16:00:07.400,3,,,astroport-fi/astroport-core,,https://github.com/astroport-fi/astroport-core,GPL-3.0,1.0.1,,,,,,,,,,,,,astroport,https://crates.io/crates/astroport,2022-01-06 16:00:07.400,1.0,41.666666666666664,125.0,,,,,,,,,,,
1559,,olt,Oneledger/protocol,https://github.com/Oneledger/protocol,OneLedger Universal Protocol.,others,15,False,3187,5.0,35,20.0,11.0,10,90.0,767.0,2.0,4.0,,34.0,2018-02-19 21:01:30.000,2021-11-23 18:23:08.000,2021-11-17 15:04:30.000,2021-11-17 15:13:51.000,3,,,Oneledger/protocol,,https://github.com/Oneledger/protocol,Apache-2.0,0.18.13,,,,,github.com/oneledger/protocol,,897.0,,,https://pkg.go.dev/github.com/oneledger/protocol,2021-07-06 15:59:25.000,,,,,,,,,,,,,,,,,,
1560,,icp,keysmith,https://github.com/dfinity/keysmith,Hierarchical Deterministic Key Derivation for the Internet Computer.,others,15,False,153,2.0,34,224.0,17.0,7,11.0,20.0,3.0,7.0,9.0,4.0,2021-03-21 18:30:49.000,2021-11-24 08:48:11.000,2021-11-24 08:48:11.000,2021-09-27 15:13:22.000,3,,,dfinity/keysmith,,https://github.com/dfinity/keysmith,MIT,1.6.2,8.0,,,,github.com/dfinity/keysmith,,2018.0,,,https://pkg.go.dev/github.com/dfinity/keysmith,2021-09-30 13:57:28.000,1.0,,,,,,,,,,,,,,,,,
1561,,icp,quill,https://github.com/dfinity/quill,Minimalistic governance & ledger toolkit for cold wallets.,others,15,False,47,14.0,34,42.0,10.0,37,14.0,64.0,16.0,13.0,,10.0,2021-05-14 14:50:53.000,2022-01-09 06:31:42.000,2022-01-09 06:31:42.000,2022-01-03 12:09:05.000,3,,,dfinity/quill,,https://github.com/dfinity/quill,Apache-2.0,0.2.13,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,
1562,,mars,marscoin,https://github.com/marscoin/marscoin,Marscoin source tree.,others,15,False,4381,5.0,34,27.0,19.0,14,3.0,8.0,9.0,5.0,,196.0,2014-02-13 21:24:07.000,2021-12-29 20:34:10.000,2021-12-29 20:34:10.000,2021-07-25 00:19:31.000,3,,,marscoin/marscoin,,https://github.com/marscoin/marscoin,MIT,1.6,,,,,,,2440.0,,,,,,,,,,,,,,,,,,,,,,
1563,,grt,graph-network-subgraph,https://github.com/graphprotocol/graph-network-subgraph,"The subgraph, the smart contracts, the tests, and documents for the Graph Explorer Decentralized Application.",others,15,False,414,16.0,33,,20.0,14,16.0,123.0,13.0,30.0,,9.0,2019-05-30 18:00:42.000,2021-12-30 03:33:31.000,2021-12-30 03:32:38.000,2021-12-30 03:33:32.000,3,,,graphprotocol/graph-network-subgraph,,https://github.com/graphprotocol/graph-network-subgraph,MIT,0.13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,,mkr,testchain,https://github.com/makerdao/testchain,"Start a local test chain with the MakerDAO contracts deployed on it, quickly and easily.",others,15,False,328,,33,,21.0,22,,71.0,4.0,7.0,81.0,12.0,2018-09-21 01:35:51.000,2021-12-23 07:36:45.000,2021-03-25 00:01:49.000,,3,,,makerdao/testchain,,https://github.com/makerdao/testchain,MIT,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,,enj,enjin-java-sdk,https://github.com/enjin/enjin-java-sdk,Enjin Platform SDK for Java.,others,15,False,610,10.0,32,,26.0,14,14.0,67.0,3.0,3.0,,6.0,2017-11-01 21:28:09.000,2022-01-05 22:52:14.000,2022-01-05 22:52:13.000,2021-10-15 18:22:57.000,3,,,enjin/enjin-java-sdk,,https://github.com/enjin/enjin-java-sdk,Apache-2.0,1.0.7,,,,,,com.enjin:blockchain-sdk,,https://search.maven.org/artifact/com.enjin/blockchain-sdk,2021-12-17 03:42:53.000,,,,,,,,,,,,,,,,,,,,
1566,,ogn,origin-website,https://github.com/OriginProtocol/origin-website,The code powering our website.,others,15,False,3666,9.0,32,,40.0,32,,454.0,18.0,145.0,,45.0,2017-11-28 18:34:08.000,2022-01-06 22:23:30.000,2021-12-31 22:27:05.000,,3,,,OriginProtocol/origin-website,,https://github.com/OriginProtocol/origin-website,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,,aur,Auroracoin,https://github.com/aurarad/Auroracoin,Current Auroracoin source tree.,others,15,False,2177,,32,69.0,24.0,26,8.0,17.0,4.0,24.0,,7.0,2016-03-18 21:20:48.000,2021-05-17 14:53:29.000,2021-05-17 14:53:16.000,2021-01-21 14:50:36.000,3,,,aurarad/Auroracoin,,https://github.com/aurarad/Auroracoin,MIT,2021.01.2.0,,,,,,,4804.0,,,,,,,,,,,,,,,,,,,,,,
1568,,pin,flo,https://github.com/floblockchain/flo,,others,15,False,14885,,32,273.0,14.0,13,6.0,8.0,4.0,7.0,,573.0,2018-03-05 22:49:57.000,2020-02-05 00:37:17.000,2020-02-05 00:37:00.000,2018-10-08 20:08:14.000,3,,,floblockchain/flo,,https://github.com/floblockchain/flo,MIT,0.15.1.1,,,,,,,12601.0,,,,,,,,,,,,,,,,,,,,,,
1569,,icx,t-bears,https://github.com/icon-project/t-bears,Test Suite for ICON SCORE Development.,others,15,False,911,1.0,31,194.0,16.0,18,24.0,61.0,3.0,27.0,1.0,25.0,2018-08-24 03:30:26.000,2021-12-15 08:33:27.000,2021-12-15 08:32:54.000,2021-02-25 09:23:42.000,3,,,icon-project/t-bears,,https://github.com/icon-project/t-bears,Apache-2.0,1.8.0,,,,,,,,,,,,,,,,,,,tbears,,https://pypi.org/project/tbears,2021-02-18 08:04:42.000,1.0,194.0,,,,,
1570,,ar,testweave-sdk,https://github.com/ArweaveTeam/testweave-sdk,This is the SDK of TestWeave. TestWeave is the testing environment of the Arweave.,others,15,False,47,,31,223.0,9.0,6,6.0,5.0,3.0,,53.0,3.0,2021-02-19 15:19:42.000,2021-10-21 17:25:39.000,2021-04-13 06:21:23.000,2021-04-13 06:22:14.341,3,,,ArweaveTeam/testweave-sdk,testweave-sdk,https://github.com/ArweaveTeam/testweave-sdk,MIT,0.2.2,53.0,https://www.npmjs.com/package/testweave-sdk,2021-04-13 06:22:14.341,223.0,,,,,,,,,,,,,,,,,,,,,,,,,
1571,,ens,ensdomains/ui,https://github.com/ensdomains/ui,UI components and reusable functions.,others,15,False,386,6.0,31,,24.0,6,1.0,118.0,16.0,10.0,52.0,10.0,2019-05-07 05:27:26.000,2021-12-21 15:07:33.000,2021-12-15 04:46:08.000,2019-07-23 07:46:03.000,3,,,ensdomains/ui,,https://github.com/ensdomains/ui,BSD-2-Clause,1.1.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,,trtl,ninjarig,https://github.com/turtlecoin/ninjarig,Argon2 CPU & GPU miner for TurtleCoin.,others,15,False,992,,31,435.0,23.0,10,4.0,6.0,,24.0,,25.0,2019-01-11 18:09:58.000,2020-01-18 11:24:10.000,2019-09-10 08:43:20.000,2019-09-08 19:50:19.000,3,,,turtlecoin/ninjarig,,https://github.com/turtlecoin/ninjarig,GPL-3.0,1.0.3,,,,,,,12643.0,,,,,,,,,,,,,,,,,,,,,,
1573,,cocos,cocos-mainnet,https://github.com/Cocos-BCX/cocos-mainnet,Cocos-BCX: The platform for the next generation of digital game economy.,others,14,False,355,,1355,,68.0,112,8.0,119.0,8.0,2.0,,19.0,2019-11-18 06:11:06.000,2021-01-08 06:31:27.000,2020-10-16 11:11:57.000,2020-03-06 05:39:24.000,3,,,Cocos-BCX/cocos-mainnet,,https://github.com/Cocos-BCX/cocos-mainnet,MIT,1.0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,,amlt,TokenMarketNet/smart-contracts,https://github.com/TokenMarketNet/smart-contracts,Ethereum smart contracts for security and utility tokens.,others,14,False,631,,1252,,500.0,128,,95.0,41.0,65.0,3.0,17.0,2017-03-20 22:36:58.000,2021-06-11 17:47:49.000,2019-09-16 09:20:16.000,,3,,,TokenMarketNet/smart-contracts,,https://github.com/TokenMarketNet/smart-contracts,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,,rad,radicle-alpha,https://github.com/radicle-dev/radicle-alpha,A peer-to-peer stack for code collaboration.,others,14,False,757,,923,,33.0,27,,524.0,45.0,129.0,,24.0,2018-05-17 08:50:33.000,2020-03-26 14:58:12.000,2020-03-26 14:50:02.000,,3,,,radicle-dev/radicle-alpha,,https://github.com/radicle-dev/radicle-alpha,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,,dnt,ethlance,https://github.com/district0x/ethlance,Ethlance is the first job market platform built entirely on the Ethereum blockchain. Free to use forever!.,others,14,True,998,34.0,639,,116.0,57,,165.0,25.0,140.0,,13.0,2016-11-20 23:18:10.000,2021-12-14 22:02:22.000,2021-11-15 09:33:03.000,,3,,,district0x/ethlance,,https://github.com/district0x/ethlance,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,,dcr,atomicswap,https://github.com/decred/atomicswap,On-chain atomic swaps for Decred and other cryptocurrencies.,others,14,True,65,,496,,203.0,63,,87.0,11.0,36.0,,21.0,2017-09-08 18:40:24.000,2021-10-01 04:24:41.000,2021-02-18 21:10:45.000,,3,,,decred/atomicswap,,https://github.com/decred/atomicswap,ISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,chai,dappsys,https://github.com/dapphub/dappsys,Composable building blocks for Ethereum contracts.,others,14,True,654,,449,,74.0,30,8.0,20.0,15.0,28.0,,12.0,2015-09-15 14:40:54.000,2021-07-29 07:49:32.000,2021-07-29 07:49:24.000,2016-04-13 19:18:19.000,3,,,dapphub/dappsys,,https://github.com/dapphub/dappsys,GPL-3.0,0.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,,mkr,developerguides,https://github.com/makerdao/developerguides,"Developer guides to integrate with MakerDAOs smart contracts, SDKs, APIs, products, and partners.",others,14,True,482,8.0,444,,143.0,54,,79.0,2.0,14.0,,36.0,2019-01-03 13:09:14.000,2021-11-29 20:09:15.000,2021-11-29 20:09:15.000,,3,,,makerdao/developerguides,,https://github.com/makerdao/developerguides,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,,nas,nebulasio/wiki,https://github.com/nebulasio/wiki,"This repository is out of date, please check the new wiki:.",others,14,False,567,,434,,158.0,62,,81.0,59.0,87.0,,60.0,2017-09-15 08:48:26.000,2020-04-28 14:14:04.000,2020-04-28 14:13:52.000,,3,,,nebulasio/wiki,,https://github.com/nebulasio/wiki,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,mkr,dss,https://github.com/makerdao/dss,Dai Stablecoin System.,others,14,True,408,5.0,429,,212.0,44,,207.0,20.0,19.0,,23.0,2018-05-28 14:05:57.000,2021-12-28 15:06:14.000,2021-11-15 16:55:50.000,,3,,,makerdao/dss,,https://github.com/makerdao/dss,AGPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,nmr,example-scripts,https://github.com/numerai/example-scripts,The official example scripts for the Numerai Data Science Tournament.,others,14,True,225,16.0,356,,154.0,49,,98.0,7.0,5.0,,39.0,2017-01-06 23:08:38.000,2022-01-07 15:05:30.000,2022-01-07 15:05:30.000,,3,,,numerai/example-scripts,,https://github.com/numerai/example-scripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,xlm,stellar-client,https://github.com/stellar/stellar-client,"INACTIVE. Browser based client for stellard. This repository is inactive. It points to the stellard network, which is..",others,14,True,2506,,312,,80.0,49,,646.0,92.0,480.0,,34.0,2014-04-23 20:29:36.000,2021-08-26 22:59:12.000,2021-03-02 16:31:15.000,,3,,,stellar/stellar-client,,https://github.com/stellar/stellar-client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,,hive,openhive-network/hive,https://github.com/openhive-network/hive,Fast. Scalable. Powerful. The Blockchain for Web3.,others,14,True,5720,1.0,261,,78.0,39,4.0,20.0,18.0,,,99.0,2020-03-20 01:18:32.000,2022-01-07 09:37:34.000,2021-11-18 22:27:37.000,2021-06-15 06:34:09.000,3,,,openhive-network/hive,,https://github.com/openhive-network/hive,,1.25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,,usdc,centre-tokens,https://github.com/centrehq/centre-tokens,Source repository for fiat tokens on the CENTRE network.,others,14,True,836,,257,,142.0,20,1.0,298.0,7.0,29.0,2.0,16.0,2018-02-05 15:05:54.000,2021-12-02 08:48:49.000,2021-06-03 11:58:39.000,2018-08-03 19:46:55.000,3,,,centrehq/centre-tokens,,https://github.com/centrehq/centre-tokens,MIT,1.0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,,uni,info,https://github.com/Uniswap/info,Uniswap analytics.,others,14,True,515,1.0,235,,425.0,18,,277.0,82.0,79.0,6.0,24.0,2018-12-20 22:21:44.000,2021-12-17 21:00:35.000,2021-12-17 21:00:34.000,,3,,,Uniswap/info,,https://github.com/Uniswap/info,GPL-3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,twt,TrustSDK-iOS,https://github.com/trustwallet/TrustSDK-iOS,No longer maintained. https://community.trustwallet.com/t/trustsdk-is-discontinued/213116.,others,14,True,87,,216,,79.0,46,15.0,46.0,1.0,47.0,,8.0,2018-05-09 23:49:46.000,2021-05-18 23:50:27.000,2021-05-18 23:50:07.000,2021-05-18 23:50:27.000,3,,,trustwallet/TrustSDK-iOS,,https://github.com/trustwallet/TrustSDK-iOS,MIT,1.4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,,gel,gelato-network,https://github.com/gelatodigital/gelato-network,V1 implementation of Gelato Network.,others,14,True,1584,,210,,20.0,13,3.0,168.0,41.0,86.0,,6.0,2020-02-14 17:04:14.000,2021-09-02 13:28:42.000,2021-02-25 17:59:54.000,2020-07-03 12:06:53.000,3,,,gelatodigital/gelato-network,,https://github.com/gelatodigital/gelato-network,MIT,1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,,uni,v2-subgraph,https://github.com/Uniswap/v2-subgraph,Uniswap V2 subgraph.,others,14,True,223,,209,,305.0,24,,43.0,25.0,37.0,,13.0,2020-01-28 18:48:44.000,2021-11-29 18:28:46.000,2021-09-29 14:09:52.000,,3,,,Uniswap/v2-subgraph,,https://github.com/Uniswap/v2-subgraph,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,,ampl,ampleforth-contracts,https://github.com/ampleforth/ampleforth-contracts,Smart contracts for Ampleforth Protocol (working name uFragments).,others,14,True,274,3.0,208,,127.0,18,11.0,203.0,9.0,11.0,,10.0,2018-06-01 21:12:18.000,2021-12-22 16:21:11.000,2021-12-22 16:19:37.000,2021-12-22 16:21:12.000,3,,,ampleforth/ampleforth-contracts,,https://github.com/ampleforth/ampleforth-contracts,GPL-3.0,1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,,lon,token-core,https://github.com/consenlabs/token-core,Next generation core inside imToken Wallet.,others,14,True,674,,197,2.0,64.0,29,3.0,72.0,16.0,18.0,,8.0,2019-05-17 00:51:29.000,2022-01-04 06:43:07.000,2021-01-26 08:43:52.000,2020-03-12 03:02:27.000,3,,,consenlabs/token-core,,https://github.com/consenlabs/token-core,Apache-2.0,2.5.1,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,
1592,,fxs,frax-solidity,https://github.com/FraxFinance/frax-solidity,Solidity implementation of the Frax Protocol.,others,14,True,472,69.0,173,,52.0,16,,116.0,,8.0,,10.0,2020-06-16 07:08:24.000,2022-01-02 17:40:16.000,2022-01-02 17:40:16.000,,3,,,FraxFinance/frax-solidity,,https://github.com/FraxFinance/frax-solidity,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,,icp,internet-identity,https://github.com/dfinity/internet-identity,"Internet Identity, a blockchain authentication system for the Internet Computer.",others,14,True,616,51.0,170,,45.0,46,,452.0,28.0,19.0,,33.0,2021-04-09 17:18:09.000,2022-01-07 13:04:38.000,2022-01-07 13:04:37.000,,3,,,dfinity/internet-identity,,https://github.com/dfinity/internet-identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,sky,skywire-testnet,https://github.com/skycoin/skywire-testnet,Skywire Meshnet and VPN.,others,14,False,798,,166,,69.0,39,2.0,363.0,140.0,183.0,,25.0,2017-05-19 11:22:17.000,2021-10-05 19:49:38.000,2019-11-25 02:23:53.000,,3,,,skycoin/skywire-testnet,,https://github.com/skycoin/skywire-testnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,ckb,muta,https://github.com/nervosnetwork/muta,Muta is a high-performance blockchain framework.,others,14,True,743,,159,13.0,37.0,14,12.0,475.0,2.0,4.0,1.0,22.0,2019-09-25 07:15:29.000,2021-09-22 01:56:07.000,2021-01-13 13:03:24.000,2020-09-15 14:52:44.000,3,,,nervosnetwork/muta,,https://github.com/nervosnetwork/muta,MIT,0.2.0,,,,,,,,,,,,,muta-protocol,https://crates.io/crates/muta-protocol,2020-01-14 07:09:44.951,1.0,13.0,1675.0,,,,,,,,,,,
1596,,avax,avalanche-smart-contract-quickstart,https://github.com/ava-labs/avalanche-smart-contract-quickstart,The easiest way to build smart contracts on Avalanche.,others,14,True,87,,149,,49.0,18,4.0,22.0,2.0,4.0,,6.0,2021-01-15 20:24:40.000,2021-12-14 03:57:24.000,2021-09-03 20:09:27.000,2021-09-03 20:12:02.000,3,,,ava-labs/avalanche-smart-contract-quickstart,,https://github.com/ava-labs/avalanche-smart-contract-quickstart,BSD-3-Clause,0.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,akt,awesome-akash,https://github.com/ovrclk/awesome-akash,Awesome List of Akash Deployment Examples.,others,14,True,150,49.0,149,,92.0,7,,129.0,22.0,87.0,,58.0,2020-11-11 15:19:24.000,2021-12-17 00:24:45.000,2021-12-13 19:17:14.000,,3,,,ovrclk/awesome-akash,,https://github.com/ovrclk/awesome-akash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,xvs,venus-protocol,https://github.com/VenusProtocol/venus-protocol,Binance Smart Chain Venus Protocol.,others,14,True,196,3.0,147,,70.0,29,2.0,60.0,14.0,20.0,,12.0,2020-09-28 14:08:34.000,2022-01-07 03:38:49.000,2021-10-19 16:22:21.000,2021-04-21 12:28:27.000,3,,,VenusProtocol/venus-protocol,,https://github.com/VenusProtocol/venus-protocol,BSD-3-Clause,2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
